nside,source,level,scenario,method,n_gal,n_rand,A_add,A_mult,A_tot,dA_add,dA_mult,dA_tot,A_over_dA,bias_contaminated,bias_recovered,improvement
32,glass,medium,additive,MCMC-add,241930,2422599,0.08730312199693467,0.0,0.08730312199693467,0.039096505760592676,0.0,0.039096505760592676,2.233015976709915,5.462205783619161,0.4437797227583108,12.308371706730641
32,glass,medium,additive,MCMC-comb,241930,2422599,0.08730312199693467,0.0,0.08730312199693467,0.03937093642975985,0.051674255151253984,0.064963830558189,1.3438727557596233,5.462205783619161,0.9708059234044347,5.626465240822004
32,glass,medium,multiplicative,OLS,241930,2422599,0.0,0.09546573637046454,0.09546573637046454,0.0053151205504078395,0.09546573637046454,0.0956135833823856,0.9984537028454443,0.40717033245666034,0.44190977419557664,0.9213879308233142
32,glass,medium,multiplicative,ISD-1,241930,2422599,0.0,0.09546573637046454,0.09546573637046454,0.005315513335565719,0.09546573637046454,0.09561360521795846,0.9984534748255037,0.40717033245666034,0.4572909492832785,0.8903966568654524
32,glass,medium,multiplicative,ElasticNet,241930,2422599,0.0,0.09546573637046454,0.09546573637046454,0.0,0.09546573637046454,0.09546573637046454,1.0,0.40717033245666034,0.40717033245569184,1.0000000000023785
32,glass,medium,multiplicative,MCMC-add,241930,2422599,0.0,0.09546573637046454,0.09546573637046454,0.005224912299314747,0.09546573637046454,0.09560861116704168,0.9985056283651321,0.40717033245666034,0.4183268050067532,0.9733307251255087
32,glass,medium,multiplicative,MCMC-comb,241930,2422599,0.0,0.09546573637046454,0.09546573637046454,0.005758294553877054,0.0758493781314679,0.07606764173483763,1.2550111215915734,0.40717033245666034,0.7476499271311468,0.5446002436180775
32,glass,medium,combined,OLS,241930,2422599,0.08730312199693467,0.09546573637046454,0.12936592260393265,0.0394236276912445,0.09546573637046454,0.10328566813015684,1.2525060344375216,5.209896811037701,0.5365921178289772,9.70923097438826
32,glass,medium,combined,ISD-1,241930,2422599,0.08730312199693467,0.09546573637046454,0.12936592260393265,0.03977926345490203,0.09546573637046454,0.10342193491600098,1.2508557561701328,5.209896811037701,0.5152847101703922,10.11071492751049
32,glass,medium,combined,ElasticNet,241930,2422599,0.08730312199693467,0.09546573637046454,0.12936592260393265,0.039798110481143324,0.09546573637046454,0.10342918552625427,1.2507680684683982,5.209896811037701,0.47404206323165554,10.990368186992978
32,glass,medium,combined,MCMC-add,241930,2422599,0.08730312199693467,0.09546573637046454,0.12936592260393265,0.03921625984760447,0.09546573637046454,0.10320669482736995,1.2534644464714064,5.209896811037701,0.7237523772213426,7.1984520880466505
