nside,n_sys,n_pix,n_real,n_mean,sigma_clus,regime,cl_slope,kappa_per_template_median,kappa_per_template_max,kappa_field,fpr3_per_template,fpr3_any_template,sigma_emp_median,sigma_iid_median
32,3,5954,2000,127.0,0.0,shot-only,0.0,1.019734877930898,1.0229114231698702,1.0157244233316793,0.0036666666666666666,0.011,0.0014435990118351796,0.0014156611125867608
32,5,5954,2000,127.0,0.0,shot-only,0.0,1.0142568454812888,1.025310829941061,1.0173551835744084,0.0022,0.011,0.0013057355016701118,0.0012918042924374127
32,7,5954,2000,127.0,0.0,shot-only,0.0,1.0026033785170925,1.0065547657980278,1.0008949408071979,0.0019285714285714286,0.0125,0.001336765079341269,0.0013307187293751925
32,9,5954,2000,127.0,0.0,shot-only,0.0,1.0132399648200416,1.0316176550474694,1.0062492048374623,0.0032222222222222222,0.0245,0.0014848568993951776,0.0014616446250785581
32,11,5954,2000,127.0,0.0,shot-only,0.0,0.9939174184453362,1.0198292397743478,0.9985265433699014,0.0022727272727272726,0.023,0.0019607630688072072,0.0019479620372900867
32,3,5954,2000,127.0,0.2,clustered,1.5,4.598985855235507,4.701110354169147,4.629448426896605,0.494,0.866,0.016067321924484016,0.003493666306060259
32,5,5954,2000,127.0,0.2,clustered,1.5,3.637077706667202,4.689573327903221,4.05084380904485,0.3946,0.9235,0.011013142343166504,0.0031875695063448076
32,7,5954,2000,127.0,0.2,clustered,1.5,3.673447259864624,4.880040439178473,3.972796261871997,0.36542857142857144,0.9395,0.011132980888314319,0.0032756501883041893
32,9,5954,2000,127.0,0.2,clustered,1.5,2.341042487368813,5.0248270334081715,3.6303754536794486,0.28955555555555557,0.9275,0.010700584315483718,0.003592435146775722
32,11,5954,2000,127.0,0.2,clustered,1.5,2.3402556983541003,4.791579731612843,3.332888039405837,0.243,0.9275,0.010898025085835782,0.004787468822767588
