nside,n_sys,n_pix,n_real,n_mean,sigma_clus,regime,cl_slope,kappa_per_template_median,kappa_per_template_max,kappa_field,fpr3_per_template,fpr3_any_template,sigma_emp_median,sigma_iid_median
32,3,5954,2000,127.0,0.0,shot-only,0.0,0.9992456995940235,1.0020515455386585,0.9968052808025015,0.0023333333333333335,0.007,0.0013776197983069141,0.0014149470338621565
32,5,5954,2000,127.0,0.0,shot-only,0.0,1.0068876987897795,1.0305802222439109,1.0065066339961728,0.0025,0.0125,0.0013002979672502026,0.001291403171190874
32,7,5954,2000,127.0,0.0,shot-only,0.0,0.9994082749504756,1.0154055737978813,1.0014347844498996,0.002785714285714286,0.0165,0.001351865759972767,0.0013313554651038964
32,9,5954,2000,127.0,0.0,shot-only,0.0,0.9974447534197411,1.0171528160256957,0.9983001956153195,0.0024444444444444444,0.0205,0.0014505177772863949,0.0014620391145080014
32,11,5954,2000,127.0,0.0,shot-only,0.0,0.9975444567278504,1.0157670355533293,0.9947202251494622,0.0028636363636363638,0.03,0.0019132575372081198,0.0019481805902530282
32,3,5954,2000,127.0,0.2,clustered,2.5,9.238098552569554,9.645959012192902,9.394279667945291,0.7251666666666666,0.98,0.031797991028969415,0.0034027038907205073
32,5,5954,2000,127.0,0.2,clustered,2.5,7.634504319430185,9.597981002130604,8.327417258149165,0.6626,0.995,0.02234366015564539,0.003080877730674973
32,7,5954,2000,127.0,0.2,clustered,2.5,7.62263128850486,11.931424393220308,8.622328874077365,0.6409285714285714,0.998,0.022173365325633736,0.003144029130923168
32,9,5954,2000,127.0,0.2,clustered,2.5,4.729630348613245,11.174132094030963,7.577538958601241,0.5237777777777778,0.999,0.021587766494225957,0.003426850615511062
32,11,5954,2000,127.0,0.2,clustered,2.5,4.53967382895943,11.216414533504773,7.003900799897416,0.43618181818181817,0.9985,0.014621937581933182,0.004572022801776963
