nside,n_sys,n_pix,n_real,n_mean,sigma_clus,regime,cl_slope,kappa_per_template_median,kappa_per_template_max,kappa_field,fpr3_per_template,fpr3_any_template,sigma_emp_median,sigma_iid_median
32,3,5954,2000,127.0,0.0,shot-only,0.0,1.0173928354104345,1.0266420400607366,1.0213004311228187,0.0025,0.0075,0.001453424995962072,0.00141570765587983
32,5,5954,2000,127.0,0.0,shot-only,0.0,0.9971222621267131,1.002954374180986,0.9998054918738329,0.0019,0.0095,0.0012884063591319464,0.0012911133106679532
32,7,5954,2000,127.0,0.0,shot-only,0.0,1.0066380651859008,1.0304238607107763,1.0054066755639597,0.0025714285714285713,0.016,0.0013475086532258682,0.0013310180652101927
32,9,5954,2000,127.0,0.0,shot-only,0.0,0.9942643628815208,1.0197958103947211,1.0007800820845727,0.0025555555555555557,0.021,0.001444417924910181,0.0014620204629637724
32,11,5954,2000,127.0,0.0,shot-only,0.0,0.9912274468879512,1.0171181435182193,0.9961762636045889,0.002409090909090909,0.0235,0.001928639172826862,0.0019479880596173585
32,3,5954,2000,127.0,0.2,clustered,2.0,6.866603925663434,7.3932536528672275,7.09210495828201,0.6548333333333334,0.9505,0.02401604145552997,0.0034575342692405716
32,5,5954,2000,127.0,0.2,clustered,2.0,5.589751196072359,7.301876721003806,6.186688213266449,0.5659,0.984,0.016659637480608887,0.003137430110364187
32,7,5954,2000,127.0,0.2,clustered,2.0,5.544234632202582,8.130977337630123,6.192175900873315,0.532,0.9925,0.01652992902577569,0.003222472720551815
32,9,5954,2000,127.0,0.2,clustered,2.0,3.491618098516058,7.875591074490533,5.616810966890897,0.43405555555555553,0.994,0.016432013031144277,0.0035332852052881144
32,11,5954,2000,127.0,0.2,clustered,2.0,3.3822661140155628,7.98986210148038,5.147870192031104,0.3603181818181818,0.992,0.011214591352018582,0.0047065620726956135
