mock_id,n_galaxies,n_good_pix,a_hat,b_hat,var_a,var_b,lrt_lambda,lrt_p,lrt_reject,per_method,a_true,a_bias,b_true,b_bias
0,988804,32512,"[0.02975484708796211, -0.10104402847905516, 0.04643898273535338]","[0.07463428967328327, -0.1720099457635457, -0.11106333044788605]","[8.131562572278462e-06, 6.633382367075789e-06, 6.9531687555406374e-06]","[1.1510421161553322e-05, 9.715318603596677e-06, 1.0511158929065676e-05]",3384.3819445797417,0.0,True,"{'OLS': {'a_hat': [0.029051549695445104, -0.10166150077336622, 0.0526486878179369], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.0009991450933739543, 'a_bias': [-0.001420158279998033, 0.0023369098506833413, -0.022396431762708835], 'b_bias': [-0.0940564716391214, 0.19510351886538366, 0.13021795068623182]}, 'ElasticNet': {'a_hat': [0.028127373220006704, -0.10068798587305315, 0.05176759150150329], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.7762533399509266, 'a_bias': [-0.002344334755436432, 0.00331042475099641, -0.02327752807914244], 'b_bias': [-0.0940564716391214, 0.19510351886538366, 0.13021795068623182]}, 'ISD-1': {'a_hat': [0.025386438436398606, -0.10005148909120862, 0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.16612269391771406, 'n_steps': 3, 'stopped_on': 'threshold', 'a_bias': [-0.005085269539044531, 0.003946921532840944, -0.07504511958064573], 'b_bias': [-0.0940564716391214, 0.19510351886538366, 0.13021795068623182]}, 'ISD-3': {'a_hat': [0.02568747304511952, -0.09485142312449535, 0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.13868433400057256, 'n_steps': 2, 'stopped_on': 'threshold', 'a_bias': [-0.004784234930323615, 0.009146987499554213, -0.07504511958064573], 'b_bias': [-0.0940564716391214, 0.19510351886538366, 0.13021795068623182]}, 'MCMC-add': {'a_hat': [0.02906164363778146, -0.10166303574573378, 0.05266452336832643], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': 0.5812816289334617, 'elapsed_s': 3.137818280956708, 'sd_a': [0.0032285835145618455, 0.0032349923769145906, 0.0031464762314089385], 'a_bias': [-0.0014100643376616755, 0.0023353748783157824, -0.022380596212319304], 'b_bias': [-0.0940564716391214, 0.19510351886538366, 0.13021795068623182]}, 'MCMC-comb': {'a_hat': [0.02975484708796211, -0.10104402847905516, 0.04643898273535338], 'b_hat': [0.07463428967328327, -0.1720099457635457, -0.11106333044788605], 'sigma_hat': 0.5660672386923962, 'elapsed_s': 40.106916463933885, 'sd_a': [0.0028515894817239145, 0.0025755353554311362, 0.002636886185549281], 'nuts_rhat': 1.0001633087707273, 'nuts_ess': 5501.126451213561, 'nuts_divergences': 0, 'a_bias': [-0.0007168608874810259, 0.002954382144994397, -0.028606136845292354], 'b_bias': [-0.01942218196583813, 0.02309357310183796, 0.01915462023834577]}}","[0.030471707975443137, -0.10399841062404956, 0.07504511958064573]","[-0.0007168608874810259, 0.002954382144994397, -0.028606136845292354]","[0.0940564716391214, -0.19510351886538366, -0.13021795068623182]","[-0.01942218196583813, 0.02309357310183796, 0.01915462023834577]"
1,964744,32512,"[0.015622619356809433, -0.028032332818111294, -0.01247733815861138]","[-0.0762082652980256, 0.0894333631495586, 0.08591459098229634]","[1.0274647347297842e-05, 1.0236895038373777e-05, 9.814692096684578e-06]","[1.4348711355736173e-05, 1.3119911432239039e-05, 1.411828688445048e-05]",1402.4785032514483,8.538076165863264e-304,True,"{'OLS': {'a_hat': [0.015465082504149874, -0.028967248983621872, -0.017607753142029607], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.0009338189847767353, 'a_bias': [0.002681042187421337, 0.0026570102507363497, -0.01592763739160073], 'b_bias': [0.08530439275735802, -0.08793979748628286, -0.07777919354289484]}, 'ElasticNet': {'a_hat': [0.00924936332905346, -0.022571331562875014, -0.011763094511528233], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.19158391805831343, 'a_bias': [-0.0035346769876750776, 0.009052927671483208, -0.010082978761099353], 'b_bias': [0.08530439275735802, -0.08793979748628286, -0.07777919354289484]}, 'ISD-1': {'a_hat': [0.014926781019001122, -0.025717091774561284, 0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.13955186493694782, 'n_steps': 2, 'stopped_on': 'threshold', 'a_bias': [0.0021427407022725845, 0.005907167459796938, 0.0016801157504288797], 'b_bias': [0.08530439275735802, -0.08793979748628286, -0.07777919354289484]}, 'ISD-3': {'a_hat': [0.014723182874722452, -0.02723137244108509, 0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.1620163059560582, 'n_steps': 2, 'stopped_on': 'threshold', 'a_bias': [0.0019391425579939146, 0.004392886793273133, 0.0016801157504288797], 'b_bias': [0.08530439275735802, -0.08793979748628286, -0.07777919354289484]}, 'MCMC-add': {'a_hat': [0.015472414593418006, -0.028957727787519327, -0.017613149892531155], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': 0.6090688015864227, 'elapsed_s': 0.09899103594943881, 'sd_a': [0.003389992663044189, 0.003386242996851531, 0.003273237206883689], 'a_bias': [0.0026883742766894685, 0.0026665314468388955, -0.015933034142102277], 'b_bias': [0.08530439275735802, -0.08793979748628286, -0.07777919354289484]}, 'MCMC-comb': {'a_hat': [0.015622619356809433, -0.028032332818111294, -0.01247733815861138], 'b_hat': [-0.0762082652980256, 0.0894333631495586, 0.08591459098229634], 'sigma_hat': 0.6033734774967172, 'elapsed_s': 31.940200940007344, 'sd_a': [0.00320540907643593, 0.003199514812963643, 0.003132840898718698], 'nuts_rhat': 1.0002262834534887, 'nuts_ess': 4543.983751235879, 'nuts_divergences': 0, 'a_bias': [0.002838579040080896, 0.003591926416246928, -0.0107972224081825], 'b_bias': [0.009096127459332415, 0.0014935656632757421, 0.008135397439401504]}}","[0.012784040316728537, -0.03162425923435822, -0.0016801157504288797]","[0.002838579040080896, 0.003591926416246928, -0.0107972224081825]","[-0.08530439275735802, 0.08793979748628286, 0.07777919354289484]","[0.009096127459332415, 0.0014935656632757421, 0.008135397439401504]"
2,940010,32512,"[0.002825330273769337, 0.11433823301081904, 0.08669028111441784]","[-0.08394420694280638, 0.04502352013888936, -0.047771990599593715]","[8.727565192499933e-06, 9.792054649417372e-06, 8.75117378360839e-06]","[1.4013780248428395e-05, 1.4428924513538072e-05, 1.4477448017892537e-05]",716.8096439754809,4.753462949646433e-155,True,"{'OLS': {'a_hat': [0.004234438320135941, 0.11437651630930422, 0.08734157428872187], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.0008896880317479372, 'a_bias': [-0.0023686314359856638, 0.001652395612500926, 0.04059064006351731], 'b_bias': [0.08592924628832382, -0.036875078408249884, 0.0958882600828999]}, 'ElasticNet': {'a_hat': [0.0032961476550228065, 0.11334530308059211, 0.08638397496678563], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.1627673590555787, 'a_bias': [-0.0033069221010987985, 0.0006211823837888181, 0.03963304074158106], 'b_bias': [0.08592924628832382, -0.036875078408249884, 0.0958882600828999]}, 'ISD-1': {'a_hat': [0.0, 0.11089461318917955, 0.08188681491834708], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.16082090802956372, 'n_steps': 3, 'stopped_on': 'threshold', 'a_bias': [-0.006603069756121605, -0.0018295075076237427, 0.03513588069314252], 'b_bias': [0.08592924628832382, -0.036875078408249884, 0.0958882600828999]}, 'ISD-3': {'a_hat': [0.0, 0.10519426741322252, 0.0821487162005827], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.13359444704838097, 'n_steps': 2, 'stopped_on': 'threshold', 'a_bias': [-0.006603069756121605, -0.007529853283580773, 0.035397781975378136], 'b_bias': [0.08592924628832382, -0.036875078408249884, 0.0958882600828999]}, 'MCMC-add': {'a_hat': [0.0042342385696108814, 0.1143482106652808, 0.08733544263522133], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': 0.5674447396447648, 'elapsed_s': 0.11128388601355255, 'sd_a': [0.003157119946087476, 0.003150144201768338, 0.003054974569095181], 'a_bias': [-0.0023688311865107236, 0.0016240899684775018, 0.04058450841001677], 'b_bias': [0.08592924628832382, -0.036875078408249884, 0.0958882600828999]}, 'MCMC-comb': {'a_hat': [0.002825330273769337, 0.11433823301081904, 0.08669028111441784], 'b_hat': [-0.08394420694280638, 0.04502352013888936, -0.047771990599593715], 'sigma_hat': 0.5646454767268901, 'elapsed_s': 32.17178071301896, 'sd_a': [0.0029542452830629913, 0.0031292258866079596, 0.0029582382905385413], 'nuts_rhat': 1.0002372423733643, 'nuts_ess': 5644.334078527371, 'nuts_divergences': 0, 'a_bias': [-0.003777739482352268, 0.0016141123140157448, 0.03993934688921328], 'b_bias': [0.001985039345517442, 0.008148441730639479, 0.04811626948330618]}}","[0.006603069756121605, 0.11272412069680329, 0.046750934225204564]","[-0.003777739482352268, 0.0016141123140157448, 0.03993934688921328]","[-0.08592924628832382, 0.036875078408249884, -0.0958882600828999]","[0.001985039345517442, 0.008148441730639479, 0.04811626948330618]"
3,960509,32512,"[0.08819123543404721, -0.0009884500122749784, -0.00962853836668319]","[-0.04881402141696537, 0.11483484640827657, -0.009842660420992785]","[7.646942059031533e-06, 6.969335789028997e-06, 7.227367652894373e-06]","[1.3566859598099251e-05, 1.4315321924635906e-05, 1.4829590663641273e-05]",1008.2991213143105,2.849657001996733e-218,True,"{'OLS': {'a_hat': [0.08764916581751615, -0.0038251342271896833, -0.007978214076445707], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.0009209599811583757, 'a_bias': [-0.00019586431321109987, 0.0011674568714356063, 0.010508022278080351], 'b_bias': [0.06809295444039414, -0.12225413386740303, 0.015452948206880215]}, 'ElasticNet': {'a_hat': [0.07610348268692044, -0.0, -0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.15384040400385857, 'a_bias': [-0.011741547443806816, 0.00499259109862529, 0.018486236354526057], 'b_bias': [0.06809295444039414, -0.12225413386740303, 0.015452948206880215]}, 'ISD-1': {'a_hat': [0.08202829481668877, 0.0, 0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.09882300195749849, 'n_steps': 1, 'stopped_on': 'threshold', 'a_bias': [-0.005816735314038479, 0.00499259109862529, 0.018486236354526057], 'b_bias': [0.06809295444039414, -0.12225413386740303, 0.015452948206880215]}, 'ISD-3': {'a_hat': [0.08174095375645332, -0.00418543687152641, 0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.11220113805029541, 'n_steps': 2, 'stopped_on': 'threshold', 'a_bias': [-0.006104076374273931, 0.0008071542270988797, 0.018486236354526057], 'b_bias': [0.06809295444039414, -0.12225413386740303, 0.015452948206880215]}, 'MCMC-add': {'a_hat': [0.08766493032212613, -0.0038401024193317657, -0.007991977714187696], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': 0.5120532785671157, 'elapsed_s': 0.08163607493042946, 'sd_a': [0.002842387650472967, 0.0028346094305467823, 0.002759646688890821], 'a_bias': [-0.00018009980860111963, 0.001152488679293524, 0.010494258640338362], 'b_bias': [0.06809295444039414, -0.12225413386740303, 0.015452948206880215]}, 'MCMC-comb': {'a_hat': [0.08819123543404721, -0.0009884500122749784, -0.00962853836668319], 'b_hat': [-0.04881402141696537, 0.11483484640827657, -0.009842660420992785], 'sigma_hat': 0.5084338353197316, 'elapsed_s': 31.817530366941355, 'sd_a': [0.002765310481488748, 0.00263994995956912, 0.0026883763971762534], 'nuts_rhat': 1.0000112421358385, 'nuts_ess': 5453.275904167551, 'nuts_divergences': 0, 'a_bias': [0.0003462053033199547, 0.004004141086350312, 0.008857697987842868], 'b_bias': [0.019278933023428764, -0.007419287459126456, 0.00561028778588743]}}","[0.08784503013072725, -0.00499259109862529, -0.018486236354526057]","[0.0003462053033199547, 0.004004141086350312, 0.008857697987842868]","[-0.06809295444039414, 0.12225413386740303, -0.015452948206880215]","[0.019278933023428764, -0.007419287459126456, 0.00561028778588743]"
4,949555,32512,"[-0.044294719473275374, -0.0436049486321527, 0.04513697662769979]","[0.0159778177865706, 0.026460791594950694, 0.013343550175303896]","[9.794914838021772e-06, 9.236326877606589e-06, 9.686358839163624e-06]","[1.4832118046631502e-05, 1.6474713257660645e-05, 1.717245499104954e-05]",67.15511596611759,1.7348418047695067e-14,True,"{'OLS': {'a_hat': [-0.04421501661715168, -0.0438990267977469, 0.04410562200040165], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.0008803620003163815, 'a_bias': [-0.0013822344008409537, -0.008685671748923936, -0.00912529655493323], 'b_bias': [-0.036544406436407835, -0.04127326115959884, -0.043082100300788274]}, 'ElasticNet': {'a_hat': [-0.044165859845574876, -0.04384944621182224, 0.04405962266291918], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.27039151394274086, 'a_bias': [-0.0013330776292641497, -0.00863609116299928, -0.0091712958924157], 'b_bias': [-0.036544406436407835, -0.04127326115959884, -0.043082100300788274]}, 'ISD-1': {'a_hat': [-0.04177233599037031, -0.04080910793430484, 0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.10063472192268819, 'n_steps': 2, 'stopped_on': 'threshold', 'a_bias': [0.0010604462259404188, -0.005595752885481878, -0.05323091855533488], 'b_bias': [-0.036544406436407835, -0.04127326115959884, -0.043082100300788274]}, 'ISD-3': {'a_hat': [-0.04064258111095838, -0.04061440372939551, 0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.11256865400355309, 'n_steps': 2, 'stopped_on': 'threshold', 'a_bias': [0.0021902011053523476, -0.005401048680572548, -0.05323091855533488], 'b_bias': [-0.036544406436407835, -0.04127326115959884, -0.043082100300788274]}, 'MCMC-add': {'a_hat': [-0.0442161308094743, -0.043895629617789374, 0.044115450581179536], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': 0.5725557950951745, 'elapsed_s': 0.08080166496802121, 'sd_a': [0.0031859555023910618, 0.003179004902019055, 0.003075555829520748], 'a_bias': [-0.0013833485931635733, -0.008682274568966412, -0.009115467974155342], 'b_bias': [-0.036544406436407835, -0.04127326115959884, -0.043082100300788274]}, 'MCMC-comb': {'a_hat': [-0.044294719473275374, -0.0436049486321527, 0.04513697662769979], 'b_hat': [0.0159778177865706, 0.026460791594950694, 0.013343550175303896], 'sigma_hat': 0.572287389878511, 'elapsed_s': 33.92082160699647, 'sd_a': [0.0031296828654069366, 0.0030391325863816125, 0.00311229157360997], 'nuts_rhat': 1.0008586115582838, 'nuts_ess': 5223.235677442507, 'nuts_divergences': 0, 'a_bias': [-0.0014619372569646474, -0.008391593583329741, -0.008093941927635087], 'b_bias': [-0.020566588649837236, -0.014812469564648146, -0.02973855012548438]}}","[-0.042832782216310726, -0.03521335504882296, 0.05323091855533488]","[-0.0014619372569646474, -0.008391593583329741, -0.008093941927635087]","[0.036544406436407835, 0.04127326115959884, 0.043082100300788274]","[-0.020566588649837236, -0.014812469564648146, -0.02973855012548438]"
5,1037379,32512,"[0.19295127347476193, -0.0348310883084466, -0.007629596383763881]","[-0.0596928612249405, 0.045507602557768, 0.11127587496594048]","[7.993292334391264e-06, 7.8414111595829e-06, 7.028967937799908e-06]","[1.3820500096612628e-05, 1.3978682306518526e-05, 1.5048636197398998e-05]",1155.5278881467893,3.265975161987372e-250,True,"{'OLS': {'a_hat': [0.1908173153109052, -0.03297200070045455, -0.012542956853514616], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.0008835449116304517, 'a_bias': [-0.023347444776140924, 0.007669500938007008, 0.03868131605363912], 'b_bias': [0.08137727282478778, -0.06159794225754957, -0.11289722927208917]}, 'ElasticNet': {'a_hat': [0.19059188146903422, -0.03277362777883323, -0.012363853120926827], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.16702143498696387, 'a_bias': [-0.02357287861801191, 0.007867873859628331, 0.03886041978622691], 'b_bias': [0.08137727282478778, -0.06159794225754957, -0.11289722927208917]}, 'ISD-1': {'a_hat': [0.1868336133133178, -0.030406147466018732, 0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.16641924099531025, 'n_steps': 3, 'stopped_on': 'threshold', 'a_bias': [-0.027331146773728332, 0.010235354172442826, 0.051224272907153735], 'b_bias': [0.08137727282478778, -0.06159794225754957, -0.11289722927208917]}, 'ISD-3': {'a_hat': [0.18551435351907933, -0.030274681377241135, 0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.14937811100389808, 'n_steps': 3, 'stopped_on': 'threshold', 'a_bias': [-0.028650406567966802, 0.010366820261220423, 0.051224272907153735], 'b_bias': [0.08137727282478778, -0.06159794225754957, -0.11289722927208917]}, 'MCMC-add': {'a_hat': [0.19081104126275528, -0.032973125167013506, -0.012542531436031063], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': 0.5297848503878884, 'elapsed_s': 0.08606835699174553, 'sd_a': [0.0029499447532804444, 0.002945913240834367, 0.0028515653977892494], 'a_bias': [-0.023353718824290853, 0.007668376471448052, 0.038681741471122674], 'b_bias': [0.08137727282478778, -0.06159794225754957, -0.11289722927208917]}, 'MCMC-comb': {'a_hat': [0.19295127347476193, -0.0348310883084466, -0.007629596383763881], 'b_hat': [-0.0596928612249405, 0.045507602557768, 0.11127587496594048], 'sigma_hat': 0.525958319701848, 'elapsed_s': 30.879841986927204, 'sd_a': [0.0028272411171301366, 0.002800251981444331, 0.002651220084753416], 'nuts_rhat': 1.0007531046022355, 'nuts_ess': 5600.711356105348, 'nuts_divergences': 0, 'a_bias': [-0.0212134866122842, 0.00581041333001496, 0.04359467652338986], 'b_bias': [0.021684411599847284, -0.016090339699781568, -0.0016213543061486951]}}","[0.21416476008704613, -0.04064150163846156, -0.051224272907153735]","[-0.0212134866122842, 0.00581041333001496, 0.04359467652338986]","[-0.08137727282478778, 0.06159794225754957, 0.11289722927208917]","[0.021684411599847284, -0.016090339699781568, -0.0016213543061486951]"
6,1007142,32512,"[-0.0032831275216188326, -0.07789786936366677, -0.07060774103376674]","[0.06143063268122642, 0.06695998022204817, 0.023529741231020137]","[8.604790743918013e-06, 8.582535158954427e-06, 8.644959899917658e-06]","[1.5179641815590825e-05, 1.465441071716828e-05, 1.2507630569534871e-05]",576.2485101898055,1.4197850058792687e-124,True,"{'OLS': {'a_hat': [-0.004343365886800196, -0.0787021161015307, -0.06878497548390605], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.00088514294475317, 'a_bias': [0.007051379878687312, 0.005313531594722101, 0.013663146085217903], 'b_bias': [-0.06505927878247011, -0.07432541712034423, -0.0543154268305195]}, 'ElasticNet': {'a_hat': [-0.0, -0.07352706326776733, -0.06391097615698514], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.24107373703736812, 'a_bias': [0.011394745765487508, 0.010488584428485478, 0.018537145412138814], 'b_bias': [-0.06505927878247011, -0.07432541712034423, -0.0543154268305195]}, 'ISD-1': {'a_hat': [0.0, -0.07590383599462071, -0.06548073482153616], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.17279845906887203, 'n_steps': 3, 'stopped_on': 'threshold', 'a_bias': [0.011394745765487508, 0.008111811701632096, 0.016967386747587798], 'b_bias': [-0.06505927878247011, -0.07432541712034423, -0.0543154268305195]}, 'ISD-3': {'a_hat': [-0.0012793527450154654, -0.07167736338377888, -0.0653216980315984], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.15417726105079055, 'n_steps': 3, 'stopped_on': 'threshold', 'a_bias': [0.010115393020472043, 0.012338284312473927, 0.017126423537525554], 'b_bias': [-0.06505927878247011, -0.07432541712034423, -0.0543154268305195]}, 'MCMC-add': {'a_hat': [-0.004345370652660739, -0.07872876687071534, -0.06878250057172039], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': 0.5521808762003948, 'elapsed_s': 0.089580312022008, 'sd_a': [0.003079138630443885, 0.0030723562522707733, 0.0029704492193909186], 'a_bias': [0.007049375112826769, 0.0052868808255374655, 0.013665620997403566], 'b_bias': [-0.06505927878247011, -0.07432541712034423, -0.0543154268305195]}, 'MCMC-comb': {'a_hat': [-0.0032831275216188326, -0.07789786936366677, -0.07060774103376674], 'b_hat': [0.06143063268122642, 0.06695998022204817, 0.023529741231020137], 'sigma_hat': 0.5496153158404669, 'elapsed_s': 31.636178652988747, 'sd_a': [0.0029333923610587813, 0.0029295964157123123, 0.002940231266400257], 'nuts_rhat': 1.0001405144311157, 'nuts_ess': 5448.537941087516, 'nuts_divergences': 0, 'a_bias': [0.008111618243868676, 0.006117778332586032, 0.011840380535357214], 'b_bias': [-0.0036286461012436932, -0.007365436898296052, -0.030785685599499363]}}","[-0.011394745765487508, -0.0840156476962528, -0.08244812156912396]","[0.008111618243868676, 0.006117778332586032, 0.011840380535357214]","[0.06505927878247011, 0.07432541712034423, 0.0543154268305195]","[-0.0036286461012436932, -0.007365436898296052, -0.030785685599499363]"
7,994251,32512,"[-0.06822939717085955, 0.022196020792032926, -0.0021968596162965704]","[0.010529028219700462, 0.08145949850826568, -0.006708969857734534]","[9.589499710854496e-06, 9.747664589553772e-06, 9.561317662930803e-06]","[1.4963946055424473e-05, 1.5404360320351833e-05, 1.1795067042736725e-05]",418.55295496305916,2.1194824339295582e-90,True,"{'OLS': {'a_hat': [-0.06840073904778293, 0.02073277279553703, -0.002890312673703441], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.0008796409238129854, 'a_bias': [-0.0018497683189134945, -0.0024833595111349513, -0.014558893587776263], 'b_bias': [-0.021868859672901295, -0.087142877794819, -0.022359554877468227]}, 'ElasticNet': {'a_hat': [-0.05054325306288115, 0.003714143050660618, -0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.12159052991773933, 'a_bias': [0.01600771766598829, -0.019501989256011362, -0.011668580914072822], 'b_bias': [-0.021868859672901295, -0.087142877794819, -0.022359554877468227]}, 'ISD-1': {'a_hat': [-0.06315315005080048, 0.019605766548416753, 0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.1276168340118602, 'n_steps': 2, 'stopped_on': 'threshold', 'a_bias': [0.003397820678068958, -0.0036103657582552268, -0.011668580914072822], 'b_bias': [-0.021868859672901295, -0.087142877794819, -0.022359554877468227]}, 'ISD-3': {'a_hat': [-0.0627071111327969, 0.018436480815321774, 0.0], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': None, 'elapsed_s': 0.11210757400840521, 'n_steps': 2, 'stopped_on': 'threshold', 'a_bias': [0.0038438595960725436, -0.004779651491350206, -0.011668580914072822], 'b_bias': [-0.021868859672901295, -0.087142877794819, -0.022359554877468227]}, 'MCMC-add': {'a_hat': [-0.06840717466222157, 0.020716014375459498, -0.002893097589768486], 'b_hat': [0.0, 0.0, 0.0], 'sigma_hat': 0.5741107858620513, 'elapsed_s': 0.07981492904946208, 'sd_a': [0.0031898308333160137, 0.003197743582492397, 0.003091014169608343], 'a_bias': [-0.0018562039333521324, -0.0025001179312124817, -0.014561678503841309], 'b_bias': [-0.021868859672901295, -0.087142877794819, -0.022359554877468227]}, 'MCMC-comb': {'a_hat': [-0.06822939717085955, 0.022196020792032926, -0.0021968596162965704], 'b_hat': [0.010529028219700462, 0.08145949850826568, -0.006708969857734534], 'sigma_hat': 0.5723479085091949, 'elapsed_s': 31.519195782020688, 'sd_a': [0.00309669173649146, 0.003122125011839496, 0.0030921380407302004], 'nuts_rhat': 0.9998263713747367, 'nuts_ess': 4966.320878964444, 'nuts_divergences': 0, 'a_bias': [-0.001678426441990108, -0.0010201115146390542, -0.013865440530369392], 'b_bias': [-0.011339831453200833, -0.005683379286553311, -0.02906852473520276]}}","[-0.06655097072886944, 0.02321613230667198, 0.011668580914072822]","[-0.001678426441990108, -0.0010201115146390542, -0.013865440530369392]","[0.021868859672901295, 0.087142877794819, 0.022359554877468227]","[-0.011339831453200833, -0.005683379286553311, -0.02906852473520276]"
