nside,n_sys,n_pix,n_real,n_mean,sigma_clus,regime,cl_slope,kappa_per_template_median,kappa_per_template_max,kappa_field,fpr3_per_template,fpr3_any_template,sigma_emp_median,sigma_iid_median
32,3,5954,2000,127.0,0.0,shot-only,0.0,1.0099439506535541,1.0303601454163953,1.0122571998212528,0.0023333333333333335,0.0065,0.0014293888335628376,0.0014153150109348668
32,5,5954,2000,127.0,0.0,shot-only,0.0,0.9859328367252304,1.0087602656710917,0.9920863318379985,0.003,0.015,0.0012573755242719434,0.0012912739105500777
32,7,5954,2000,127.0,0.0,shot-only,0.0,1.0033876741096728,1.0277628408731063,1.002550215843286,0.0020714285714285713,0.014,0.001365003407656485,0.0013307896393593304
32,9,5954,2000,127.0,0.0,shot-only,0.0,0.9958128944587518,1.009147561863954,0.9932027044400399,0.0023888888888888887,0.0195,0.0014687939675645924,0.0014613921918491376
32,11,5954,2000,127.0,0.0,shot-only,0.0,0.9940055944776269,1.014865653299661,0.9946895658696588,0.0026363636363636363,0.027,0.0019529403714965553,0.00194774538055825
32,3,5954,2000,127.0,0.4,clustered,3.0,11.211988373784674,12.168516046462736,11.711583176326114,0.7853333333333333,0.9895,0.0711794662095989,0.006275945365964114
32,5,5954,2000,127.0,0.4,clustered,3.0,9.870523960873081,12.283583408832907,10.581979200170718,0.7418,0.9995,0.05325772195252497,0.005679935053601497
32,7,5954,2000,127.0,0.4,clustered,3.0,10.21927498245686,15.529292794244885,11.0005360472921,0.7135714285714285,0.9995,0.05394680282478929,0.005705654736241566
32,9,5954,2000,127.0,0.4,clustered,3.0,6.250710433579947,15.393494707984312,9.904946581763408,0.5911666666666666,1.0,0.05219904666319918,0.006269715740700927
32,11,5954,2000,127.0,0.4,clustered,3.0,5.943183703939306,15.275012548270446,8.9685771056892,0.4954090909090909,1.0,0.03492250923232905,0.008340928506041085
